Grapheme	IPA	Frequency
a	a	130
a$	a	94
i	i	66
n	n	66
u	u	59
r	r	53
e	e	50
l	l	49
^m	m	47
o	o	43
^p	p	40
m	m	35
^k	k	35
j	j	27
p	p	20
k	k	19
l$	l	18
o$	o	18
w	w	18
^l	l	17
e$	e	16
^s	s	13
^t	t	12
i$	i	11
u$	u	11
s	s	11
t	t	11
_	+	9
^j	j	9
ŋ	ŋ	8
g	g	8
s$	s	8
^w	w	7
r$	r	7
ɛ	ɛ	6
n$	n	6
^n	n	6
^a	a	6
$	NULL	5
h	h	5
p$	p	5
a:	aː	5
n᷈a	n a	4
ŋ$	ŋ	4
^i	i	4
^ᵐb	ⁿb	3
v	v	3
u:	uː	3
k$	k	3
^u	u	3
mʷ	mʷ	2
^b	b	2
ⁿ	ⁿ/n	2
a:$	aː	2
^v	v	2
o:	oː	2
^y	j	1
^ŋ	ŋ	1
^d	d	1
^o	o	1
ʰ	h	1
ᵘ	u	1
m$	m	1
i:$	iː	1
i:	iː	1
ⁱ	i	1
ⁿd	ⁿd	1
