Grapheme	IPA	Frequency
a	a	248
o	o	123
a$	a	105
u	u	102
l	l	86
r	r	79
n	n	73
β	β	72
i	i	67
k	k	59
e	e	58
m	m	56
^t	t	51
t	t	49
^k	k	49
p	p	37
_	+	33
^m	m	32
u$	u	28
o$	o	26
^p	p	25
e$	e	24
i$	i	24
s	s	20
^s	s	17
^l	l	16
n$	n	13
^n	n	12
aː	aː	11
s$	s	10
^a	a	9
j$	j	9
^β	β	9
l$	l	7
^w	w	7
m$	m	7
^r	r	7
j	j	6
^i	i	6
v	v	5
t$	t	5
^e	e	5
oː	oː	5
.	NULL	4
^aː	aː	4
t͡s̠	ts̠̠	4
t͡ʃ	tʃ	4
w	w	4
^c	c	3
^u	u	3
c	c	3
β$	β	2
^t͡ʃ	tʃ	2
ns	n s	2
ŭ$	ŭ	1
^o	o	1
f	f	1
^v	v	1
ŭ	ŭ	1
uː	uː	1
^t͡s̠	ts̠̠	1
^pʷ	pʷ	1
nː	nː	1
ls	l s	1
eː	eː	1
ɸ	ɸ	1
^mw	m w	1
pː	pː	1
<ˈ>	?	1
sw	s w	1
$	NULL	1
ɾ	ɾ	1
mʷ	mʷ	1
