Grapheme	IPA	Frequency
a	a	93
^-	NULL	69
-	+	51
i$	i	46
ɛ	ɛ	46
u	u	42
l	l	33
m	m	28
i	i	27
^n	n	24
t	t	21
o	o	21
s	s	18
r	r	17
s$	s	15
e	e	15
l$	l	14
n$	n	14
^t	t	13
ɪ	ɪ	12
u$	u	11
^a	a	11
n	n	11
v	v	10
e$	e	10
ᵑg	ⁿg	10
t$	t	10
mʷ	mʷ	9
r$	r	9
^m	m	9
ŋ	ŋ	9
ⁿdʳ	ⁿdʳ	8
^ⁿd	ⁿd	8
ᵐb	ⁿb	8
g	g	8
w	w	8
a$	a	7
ŋ$	ŋ	7
ᵐʙ	ⁿʙ	7
o$	o	6
^ⁿdʳ	ⁿdʳ	6
^s	s	5
^ᵐb	ⁿb	5
k	k	5
$	NULL	5
ⁿd	ⁿd	4
b	b	4
ᵐbʷ	ⁿbʷ	4
^ᵑg	ⁿg	4
^l	l	4
ə	ə	4
ɛ$	ɛ	3
_	+	3
f	f	3
^v	v	3
vs	v s	3
v$	v	3
ɔ	ɔ	3
t͡s	ts	2
m$	m	2
^mʷ	mʷ	2
lw	lʷ	2
vʷ	vʷ	2
æ	æ	2
^fʷ	fʷ	2
ɣ	ɣ	2
^i	i	2
ɸ$	ɸ	2
ɔ$	ɔ	2
ⁿ	ⁿ/n	1
ʒ$	ʒ	1
χ$	χ	1
^ŋ	ŋ	1
j	j	1
^ᵐbʷ	ⁿbʷ	1
rs	r s	1
-$	NULL	1
x	x	1
^ɣ	ɣ	1
^u	u	1
^w	w	1
^ᵐʙ	ⁿʙ	1
^k	k	1
p˺$	p̚	1
ɐ	ɐ	1
^ʙ	ʙ	1
^f	f	1
f$	f	1
^r	r	1
ə$	ə	1
^b	b	1
ⁿd$	ⁿd	1
ŋs	ŋ s	1
β	β	1
bʷ	bʷ	1
ʙs	ʙ s	1
x$	x	1
ms	m s	1
ʙ	ʙ	1
k$	k	1
ʃ$	ʃ	1
rw	rʷ	1
g$	g	1
ᵑgʷ	ⁿgʷ	1
p$	p	1
