Grapheme	IPA	Frequency
a	a	89
i	i	50
o	o	37
r	r	34
u	u	32
^k	k	23
^t	t	21
^m	m	20
e	e	19
^f	f	18
t	t	18
k$	k	18
æ	æ	16
l	l	15
u$	u	14
k	k	14
ŋ$	ŋ	14
^s	s	13
^l	l	12
o$	o	12
m	m	12
^r	r	11
f	f	11
l$	l	10
s$	s	10
t$	t	9
^n	n	9
ɛ$	ɛ	9
m$	m	7
^ᵐb	ⁿb	7
^kʷ	kʷ	7
ɐ	ɐ	7
n	n	7
^ᵑɡʷ	ⁿgʷ	7
f$	f	7
ɛ	ɛ	6
ə	ə	6
u̥$	u̥	6
s	s	6
^ⁿd	ⁿd	6
n$	n	5
ŋ	ŋ	5
ᵑɡʷ	ⁿgʷ	5
^ᵑɡ	ⁿg	5
i$	i	5
ⁿd	ⁿd	4
kʷ	kʷ	4
i̥$	i̥	4
ʊ̥$	ʊ̥	4
k̚$	k̚	4
e$	e	4
ᵐb	ⁿb	4
^ŋʷ	ŋʷ	4
ᵑɡ	ⁿg	4
ʊ$	ʊ	3
æ$	æ	3
t̚$	t̚	3
õ$	õ	3
ã$	ã	3
ə̥$	ə̥	3
^æ	æ	3
β$	β	3
r$	r	3
^w	w	3
o̥$	o̥	3
e̥$	e̥	3
a$	a	2
^ŋ	ŋ	2
ɔ	ɔ	2
β	β	2
v	v	2
ɪ$	ɪ	2
^ᵐbʷ	ⁿbʷ	2
ĩ	ĩ	2
ẽ$	ẽ	2
^fʷ	fʷ	2
^j	j	2
^o	o	1
ɪ̥$	ɪ̥	1
^h	h	1
ĩ$	ĩ	1
^ɛ	ɛ	1
ɑ	ɑ	1
rs	r s	1
^ɒ	ɒ	1
ɪ	ɪ	1
ɔ$	ɔ	1
j	j	1
fʷ	fʷ	1
^a	a	1
^sʷ	sʷ	1
œ$	œ	1
^mʷ	mʷ	1
ə̥	ə̥	1
u:$	uː	1
ũ	ũ	1
^i	i	1
ũ$	ũ	1
ᵐbʷ	ⁿbʷ	1
_	+	1
^u	u	1
æ:$	æː	1
s:$	sː	1
