Grapheme	IPA	Frequency
-	+	104
a	a	82
r	r	72
i	i	61
o	o	54
u	u	54
ɛ	ɛ	52
^n	n	39
t	t	33
n$	n	30
n	n	29
e	e	27
v	v	25
^i	i	25
m	m	25
ᵐb	ⁿb	21
a$	a	20
i$	i	17
^r	r	16
s	s	16
g	g	15
ɣ	ɣ	14
ŋ	ŋ	13
_	+	13
ɪ	ɪ	13
^-	NULL	12
^ᵐb	ⁿb	12
u$	u	11
m$	m	10
ŋ$	ŋ	10
^ɣ	ɣ	8
s$	s	8
e$	e	8
r$	r	8
t$	t	7
^m	m	6
^b	b	6
x$	x	6
^w	w	6
ʒ	ʒ	5
p	p	5
ʉ	ʉ	5
t͡ʃ	tʃ	5
^a	a	5
^s	s	4
ʒ$	ʒ	4
^h	h	4
k	k	4
z$	z	3
t͡ʃ$	tʃ	3
^ŋ	ŋ	3
^x	x	3
x	x	3
o$	o	3
ɔ$	ɔ	3
^ⁿd	ⁿd	3
$	NULL	3
ɾ	ɾ	3
^u	u	3
ɾ$	ɾ	2
ɛ$	ɛ	2
ᵐbʷ	ⁿbʷ	2
l$	l	2
^t͡ʃ	tʃ	2
^ᵐʙ	ⁿʙ	2
^bʷ	bʷ	2
^d	d	2
h	h	2
p$	p	2
pʷ	pʷ	2
ʧ$	tʃ	2
vh	vʰ	2
ʉ$	ʉ	1
^t	t	1
b	b	1
ns	n s	1
β$	β	1
^vʷ	vʷ	1
k$	k	1
^k	k	1
iˑ$	iˑ	1
f$	f	1
^mʷ	mʷ	1
β	β	1
ʊ	ʊ	1
ᵐp	ⁿp	1
ɔ	ɔ	1
ə	ə	1
^fʷ	fʷ	1
ᵐʙ	ⁿʙ	1
z	z	1
ɸ$	ɸ	1
ɡ	g	1
v$	v	1
^ᵑg	ⁿg	1
^o	o	1
nw	nʷ	1
^v	v	1
vʷ	vʷ	1
