Grapheme	IPA	Frequency
a	a	116
a$	a	103
i	i	81
u	u	69
l	l	60
n	n	51
r	r	48
o	o	46
^m	m	39
m	m	35
e	e	35
j	j	30
^k	k	30
k	k	24
^o	o	21
^p	p	21
^l	l	19
ŋ	ŋ	19
o$	o	19
i$	i	18
p	p	17
w	w	17
s	s	16
g	g	16
aː	aː	15
t	t	14
e$	e	14
ɛ	ɛ	13
j$	j	12
^j	j	12
l$	l	11
^s	s	11
u$	u	11
^n	n	10
^t	t	9
h	h	8
_	+	7
ʰ	h	7
ɔ	ɔ	6
^	NULL	5
ʋ	ʋ	5
^r	r	4
$	NULL	4
^w	w	4
r$	r	4
^i	i	4
^ɔ	ɔ	3
ñ	ɲ	3
p$	p	3
v	v	3
ᵐl	ⁿl	3
^u	u	3
a:	aː	3
d	d	2
ʷ	w	2
s$	s	2
^a	a	2
ɑ	ɑ	2
^d	d	2
^mw	mʷ	1
^aʷi	a w i	1
^oʰi	o h i	1
ŋ$	ŋ	1
k$	k	1
^ⁿd	ⁿd	1
mʷ	mʷ	1
oː	oː	1
n$	n	1
uː	uː	1
uʷe	u w e	1
ⁱ	i	1
^e	e	1
ə$	ə	1
aʷi	a w i	1
ⁿd	ⁿd	1
ᵐs	ⁿs	1
^aʰu	a h u	1
