Grapheme	IPA	Frequency
a	a	108
-	+	89
ɛ	ɛ	46
n	n	43
^-	NULL	41
i	i	38
^n	n	38
l	l	36
r	r	34
n$	n	32
i$	i	29
^i	i	27
ɪ	ɪ	27
t	t	26
m	m	24
p	p	21
u	u	20
ə	ə	17
v	v	15
a$	a	13
x	x	13
u$	u	12
s	s	12
ð$	ð	12
^p	p	12
-$	NULL	12
w	w	11
e$	e	10
^l	l	9
ɣ	ɣ	8
f	f	8
_	+	7
æ	æ	7
x$	x	7
l$	l	6
ⁿd	ⁿd	6
r$	r	6
k	k	6
^h	h	6
k$	k	5
^f	f	5
^a	a	5
p$	p	5
ð	ð	4
m$	m	4
^m	m	4
^k	k	4
^x	x	4
^t	t	4
^r	r	4
o	o	4
w$	w	4
^ⁿd	ⁿd	3
s$	s	3
t$	t	3
j	j	3
f$	f	3
o$	o	2
d	d	2
^s	s	2
ⁿdʳ	ⁿdʳ	2
ms	m s	1
ɬ$	ɬ	1
ɬ	ɬ	1
_ⁿdʳ	+ ⁿdʳ	1
^ⁿdʳ	ⁿdʳ	1
^ɛ	ɛ	1
^d	d	1
ã$	ã	1
^j	j	1
u͂$	ũ	1
^w	w	1
ʊ	ʊ	1
e	e	1
z$	z	1
v$	v	1
xs	x s	1
ɔ	ɔ	1
ⁿ	ⁿ/n	1
