Grapheme	IPA	Frequency
a	a	150
-	+	71
^-	NULL	70
u	u	57
r	r	54
^n	n	45
n$	n	39
m	m	37
ɪ	ɪ	37
i$	i	32
o	o	29
v	v	25
ɛ	ɛ	24
l	l	22
_	+	21
n	n	21
s	s	20
i	i	20
r$	r	17
ᵐb	ⁿb	16
p	p	15
ŋ	ŋ	15
ʧ	tʃ	14
t	t	14
ɣ	ɣ	13
k	k	12
^a	a	12
e$	e	9
e	e	9
f	f	8
o$	o	8
x$	x	8
u$	u	7
m$	m	7
w	w	7
x	x	7
^t	t	6
mʷ	mʷ	6
æ	æ	6
ŋ$	ŋ	6
ʧ$	tʃ	5
^s	s	5
a$	a	5
k$	k	5
l$	l	5
^ⁿd	ⁿd	4
^m	m	4
^x	x	4
s$	s	4
f$	f	4
^l	l	4
h	h	3
rs	r s	3
ᵑg	ⁿg	3
^ᵐb	ⁿb	3
ⁿdʳ	ⁿdʳ	3
^ⁿdʳ	ⁿdʳ	3
ᵐʙ	ⁿʙ	3
ʊ	ʊ	3
p$	p	3
ʉ	ʉ	3
ə	ə	3
ɲ	ɲ	2
^i	i	2
^ɲ	ɲ	2
vʷ	vʷ	2
^r	r	2
ʃ$	ʃ	2
^k	k	2
ᴩ	p	2
ⁿdʳ$	ⁿdʳ	2
^h	h	1
^ᵐbʷ	ⁿbʷ	1
^ᵐʙ	ⁿʙ	1
ns	n s	1
j	j	1
xs$	x s	1
^u	u	1
ⁿd	ⁿd	1
b	b	1
^mʷ	mʷ	1
^ɣ	ɣ	1
^p	p	1
ɾ$	ɾ	1
t$	t	1
b$	b	1
ms	m s	1
v$	v	1
vs	v s	1
ᵐbʷ	ⁿbʷ	1
z	z	1
œ	œ	1
ʙ$	ʙ	1
ɔ$	ɔ	1
