Grapheme	IPA	Frequency
a	a	166
-	+	158
^n	n	69
i	i	68
^i	i	64
u	u	50
m	m	49
n$	n	45
o	o	40
l	l	37
t	t	35
r	r	34
n	n	28
ɛ	ɛ	24
ɣ	ɣ	21
l$	l	20
v	v	20
^-	NULL	19
ᵐb	ⁿb	18
s$	s	14
ʉ	ʉ	13
ŋ	ŋ	13
e	e	13
h	h	13
ŋ$	ŋ	13
s	s	13
p	p	13
i$	i	12
ɪ	ɪ	11
t$	t	11
_	+	10
x$	x	9
^a	a	9
h$	h	9
u$	u	8
r$	r	8
b$	b	8
o$	o	7
aa	aː	5
mʷ	mʷ	5
w	w	5
p$	p	5
ⁿd	ⁿd	5
ᵐʙ	ⁿʙ	5
k	k	5
m$	m	4
^r	r	4
^ⁿd	ⁿd	4
^m	m	3
e$	e	3
ᵐbʷ	ⁿbʷ	3
vʷ	vʷ	3
š	ʃ	3
^ᵐb	ⁿb	2
^ᵑg	ⁿg	2
a$	a	2
k$	k	2
ʊ	ʊ	2
ə	ə	2
vh	vʰ	2
^l	l	2
_ⁿd	+ ⁿd	2
ɛ$	ɛ	2
oo	oː	1
b	b	1
ɛʰ$	ɛ ʰ/h	1
j	j	1
^s	s	1
sw	sʷ	1
ᵑg	ⁿg	1
nh	nʰ	1
æ	æ	1
lʃ	l ʃ	1
^v	v	1
^h	h	1
ɔ	ɔ	1
^mʷ	mʷ	1
ʃ	ʃ	1
ɔʰ	ɔ ʰ/h	1
$	NULL	1
^vʷ	vʷ	1
ɔ$	ɔ	1
ŋs	ŋ s	1
^p	p	1
^ᵐbʷ	ⁿbʷ	1
rw	rʷ	1
