Grapheme	IPA	Frequency
a	a	92
i	i	51
o	o	41
u	u	35
^k	k	32
e	e	29
r	r	27
æ	æ	27
k̚$	k̚	25
^t	t	24
t	t	22
l	l	21
^m	m	21
u̥$	u̥	18
o$	o	17
^f	f	15
ɛ	ɛ	14
r$	r	14
l$	l	13
^s	s	13
m	m	12
ɛ$	ɛ	12
n	n	11
ŋ$	ŋ	11
s	s	10
^n	n	10
^l	l	10
β	β	9
t̚$	t̚	9
^r	r	9
ⁿd	ⁿd	8
k	k	8
^ᵑɡʷ	ⁿgʷ	8
ᵐb	ⁿb	7
m$	m	6
ŋ	ŋ	6
o̥$	o̥	6
f	f	6
^ᵐb	ⁿb	6
f$	f	5
^ⁿd	ⁿd	5
^ᵑɡ	ⁿg	5
s$	s	5
k$	k	5
ᵑɡ	ⁿg	5
ɣ	ɣ	4
u$	u	4
e$	e	4
ᵑɡʷ	ⁿgʷ	4
^w	w	4
i̥$	i̥	4
æ$	æ	4
ɔ	ɔ	4
ʊ$	ʊ	3
t$	t	3
kʷ	kʷ	3
^ᵐbʷ	ⁿbʷ	3
^æ	æ	3
^mʷ	mʷ	3
^kʷ	kʷ	3
õ$	õ	2
w	w	2
^ŋ	ŋ	2
ã$	ã	2
^ɸ	ɸ	2
i$	i	2
^ɛ	ɛ	2
^ŋʷ	ŋʷ	2
ɪ	ɪ	2
ĩ$	ĩ	2
β$	β	2
ᵐbʷ	ⁿbʷ	2
n$	n	2
t̚w	t̚ w	1
ɔ$	ɔ	1
aˀ	a ˀ/ʔ	1
ɣʷ	ɣʷ	1
xʷ	xʷ	1
^h	h	1
ĩ	ĩ	1
a$	a	1
^nʷ	nʷ	1
ɣ$	ɣ	1
æ̃$	æ̃	1
ŋs	ŋ s	1
v	v	1
^fʷ	fʷ	1
^o	o	1
e̥$	e̥	1
^fʲ	fʲ	1
ŋʷ	ŋʷ	1
fʷ	fʷ	1
^a	a	1
^sʷ	sʷ	1
k̚	k̚	1
rʲ	rʲ	1
ks	k s	1
ə	ə	1
u:$	uː	1
ẽ	ẽ	1
ẽʲ$	ẽʲ/ẽi̯	1
^i	i	1
_	+	1
ã:$	ãː	1
^ⁿdʳ	ⁿdʳ	1
ⁿdʳ	ⁿdʳ	1
ɪ$	ɪ	1
oˀ$	o ˀ/ʔ	1
ɛ̃:$	ɛ̃ː	1
ʊ	ʊ	1
