Grapheme	IPA	Frequency
a	a	144
-	+	72
^-	NULL	67
u	u	56
i	i	46
ɪ	ɪ	42
o	o	35
m	m	32
l	l	30
r	r	27
t	t	27
s	s	26
^n	n	26
i$	i	26
m$	m	22
n	n	22
v	v	21
ɛ	ɛ	21
n$	n	20
ɣ	ɣ	19
p	p	17
ᵐb	ⁿb	14
e$	e	14
ð	ð	13
r$	r	13
t$	t	13
^m	m	13
ŋ	ŋ	13
s$	s	12
^k	k	12
o$	o	12
z	z	10
e	e	10
x$	x	10
ŋ$	ŋ	9
u$	u	8
ⁿd	ⁿd	8
^h	h	8
ə	ə	8
x	x	8
^l	l	8
_	+	8
a$	a	7
^i	i	7
j	j	6
l$	l	6
k	k	6
ʊ	ʊ	5
w	w	5
^ɛ	ɛ	4
^x	x	4
æ	æ	4
^t	t	4
^p	p	4
ᵐbʷ	ⁿbʷ	4
^s	s	3
^a	a	3
^ᵐb	ⁿb	3
d	d	3
^b	b	3
^mʷ	mʷ	3
h	h	3
ð$	ð	2
^ᵑg	ⁿg	2
^r	r	2
^v	v	2
ɔ$	ɔ	2
v$	v	2
p$	p	2
^ᵐbʷ	ⁿbʷ	2
ɸ$	ɸ	2
ʉ	ʉ	2
ᵑg	ⁿg	2
ɔ	ɔ	2
f$	f	2
f	f	2
b	b	1
^d	d	1
ⁿdʳ	ⁿdʳ	1
ᵐp	ⁿp	1
$	NULL	1
^ⁿd	ⁿd	1
ɛ$	ɛ	1
^kh	kʰ	1
^u	u	1
^ð	ð	1
^ɣ	ɣ	1
ⁿdʳ$	ⁿdʳ	1
^w	w	1
^vʷ	vʷ	1
ɾ$	ɾ	1
xs	x s	1
ᵐʙ	ⁿʙ	1
mʷ	mʷ	1
^e	e	1
b$	b	1
