Grapheme	IPA	Frequency
a	a	130
i	i	53
e	e	45
r	r	42
u	u	41
e$	e	41
i$	i	40
u$	u	38
l	l	33
a$	a	31
o$	o	30
o	o	29
t	t	27
ɣ	ɣ	26
β	β	22
^m	m	22
^t	t	20
^ɸ	ɸ	18
^k	k	18
n	n	16
m	m	14
^l	l	13
h	h	13
^w	w	12
^h	h	12
^ᵐb	ⁿb	11
ⁿd	ⁿd	10
^r	r	9
ᵐb	ⁿb	9
^ⁿd	ⁿd	9
w	w	8
s	s	7
ŋ	ŋ	7
^ŋ	ŋ	7
^ᵑɡʷ	ⁿgʷ	7
ᵑɡ	ⁿg	6
ĩ$	ĩ	6
m$	m	5
^n	n	5
^ᵑɡ	ⁿg	5
^x	x	5
^s	s	4
ᵑɡʷ	ⁿgʷ	4
x	x	4
^a	a	4
^o	o	3
^ŋʷ	ŋʷ	3
_	+	3
õ$	õ	2
^u	u	2
ŋʷ	ŋʷ	2
^kʷ	kʷ	2
k	k	2
^ŋʲ	ŋʲ	1
^ɲ	ɲ	1
ẽ$	ẽ	1
ɛ̃:$	ɛ̃ː	1
õ	õ	1
βʷ	βʷ	1
^i	i	1
ɸ	ɸ	1
ɛʲ$	ɛʲ/ɛi̯	1
ã$	ã	1
^f	f	1
^ẽ	ẽ	1
^ĩ	ĩ	1
^ɸʷ	ɸʷ	1
ɛ$	ɛ	1
