Grapheme	IPA	Frequency
a	a	276
o	o	128
r	r	126
u	u	109
^m	m	92
_	+	81
n	n	78
a$	a	71
i	i	70
m	m	66
t	t	59
l	l	58
^o	o	43
e	e	41
s	s	38
ⁿᵈr	ⁿdʳ
m$	m	33
v	v	30
β	β	27
n$	n	27
l$	l	26
^f	f	26
^n	n	21
p	p	20
r$	r	20
^t	t	19
ᵐb	ⁿb	18
f	f	17
j	j	17
s$	s	17
t$	t	16
aː	aː	15
^p	p	15
ⁿt͡ʃ	ⁿtʃ	13
f$	f	13
u$	u	12
^a	a	12
k	k	11
e$	e	10
^u	u	9
o$	o	9
^l	l	8
ᵐp	ⁿp	8
^k	k	8
w$	w	7
j$	j	7
i$	i	6
^t͡ʃ	tʃ	6
$	NULL	6
^aː	aː	5
^	NULL	5
t͡ʃ	tʃ	5
^s	s	5
β$	β	4
ⁿt͡s	ⁿts	4
ⁿt	ⁿt	4
^i	i	4
ᵑɡ	ⁿg	4
w	w	3
d	d	3
^r	r	3
b	b	3
t͡s̠	ts̠̠	2
^w	w	2
^e	e	2
ə$	ə	1
ɸ	ɸ	1
ɸ$	ɸ	1
^-	NULL	1
tw	t w	1
ᵑk$	ⁿk	1
^t͡s̠	ts̠̠	1
h	h	1
k$	k	1
t͡ʃ$	tʃ	1
ns	n s	1
ŋ	ŋ	1
ŋ$	ŋ	1
fs	f s	1
^β	β	1
^iː	iː	1
^ᵐb	ⁿb	1
