Grapheme	IPA	Frequency
-	+	119
a	a	57
n$	n	52
i	i	52
ɛ	ɛ	46
^ɛ	ɛ	41
^n	n	35
u	u	34
o	o	33
i$	i	28
l	l	26
s	s	25
r	r	25
m	m	25
t	t	22
^o	o	21
v	v	20
e	e	20
n	n	16
ɾ	ɾ	14
w	w	14
u$	u	13
^-	NULL	10
l$	l	10
ʧ	tʃ	9
t$	t	8
ᵐb	ⁿb	7
ʉ	ʉ	7
ŋ	ŋ	7
_	+	7
s$	s	7
p	p	7
^ⁿd	ⁿd	7
m$	m	6
a$	a	6
^m	m	6
e$	e	6
ŋ$	ŋ	6
ʊ	ʊ	5
^ŋ	ŋ	5
^r	r	5
ɾ$	ɾ	5
^k	k	5
r$	r	5
^ᵐb	ⁿb	5
β	β	5
o$	o	5
^i	i	4
ɔ	ɔ	4
ɪ	ɪ	4
^l	l	4
ʧ$	tʃ	3
^ʧ	tʃ	3
ns	n s	2
k$	k	2
t͡s	ts	2
^ᵑg	ⁿg	2
^h	h	2
mʷ	mʷ	2
^t	t	2
^mʷ	mʷ	2
^w	w	2
ŋs	ŋ s	2
^s	s	1
^g	g	1
k	k	1
^e	e	1
b	b	1
kw	kʷ	1
^ᵐbʷ	ⁿbʷ	1
d	d	1
ⁿdʳ	ⁿdʳ	1
^ne-βulʉ-	n e + β u l ʉ	1
v$	v	1
f	f	1
b$	b	1
bʷ	bʷ	1
ɸ	ɸ	1
ɔ$	ɔ	1
p$	p	1
ʃ	ʃ	1
ə	ə	1
ɛ$	ɛ	1
rs	r s	1
^p	p	1
