Grapheme	IPA	Frequency
a	a	101
a$	a	84
u	u	70
i	i	68
n	n	66
l	l	59
^m	m	48
r	r	45
m	m	41
e	e	41
o	o	30
p	p	26
ɛ	ɛ	25
^k	k	25
^s	s	23
^p	p	23
_	+	23
^l	l	21
ŋ	ŋ	21
aː	aː	19
j	j	19
e$	e	18
o$	o	18
g	g	18
u$	u	18
k	k	17
s	s	15
^n	n	14
l$	l	11
$	NULL	10
r$	r	10
n$	n	9
i$	i	8
ⁿd	ⁿd	7
^j	j	7
w	w	6
^mʷ	mʷ	5
m$	m	5
^w	w	5
^	NULL	5
ʍ	ʍ	5
ʷ	w	5
^i	i	4
t	t	4
s$	s	4
^u	u	4
^o	o	4
^a	a	4
ə$	ə	3
p$	p	3
ɔ	ɔ	3
iː	iː	3
iː$	iː	3
^t	t	3
ŋg̊	ŋ g̊	3
^ɔ	ɔ	2
uː	uː	2
uʷe	u w e	2
ŋ$	ŋ	2
^oʰu	o h u	2
^aː	aː	2
eː	eː	2
k$	k	2
a:	aː	2
^v	v	2
v	v	2
ɛ$	ɛ	2
ɐ	ɐ	2
^ʷi	w i	1
ᵈ	d	1
^ŋ	ŋ	1
iʷi	i w i	1
aʰuʷa	a h u w a	1
ɔ̃	ɔ̃	1
bʷ	bʷ	1
^aʷi	a w i	1
b	b	1
ə	ə	1
^oloʰyliyli	o l o h y l i y l i	1
ɞ	ɞ	1
ⁱ	i	1
aʷə	a w ə	1
mʷ	mʷ	1
^kw	kʷ	1
ʋ	ʋ	1
ᶰd	ⁿd	1
pʰ	pʰ	1
^e	e	1
^pʷ	pʷ	1
aʷe	a w e	1
o:	oː	1
ɔ$	ɔ	1
u:	uː	1
ᵐb	ⁿb	1
ɥ	ɥ	1
ɨ	ɨ	1
ⁿ	ⁿ/n	1
oː	oː	1
oʷ	o ʷ/w	1
^iː	iː	1
^oː	oː	1
^ⁿd	ⁿd	1
a:$	aː	1
ɐ$	ɐ	1
