Grapheme	IPA	Frequency
a	a	187
a$	a	64
u	u	48
i	i	44
r	r	39
o	o	39
l	l	35
^t	t	32
t	t	26
e	e	25
β	β	24
n	n	24
e$	e	23
^m	m	20
o$	o	19
i$	i	17
^ɸ	ɸ	17
^x	x	17
s	s	17
ɣ	ɣ	15
^l	l	14
^s	s	14
-	+	14
m	m	13
_	+	13
kʰ$	kʰ	13
^r	r	11
^ⁿd	ⁿd	11
u$	u	11
ŋ	ŋ	10
^w	w	10
s$	s	9
^i	i	8
w	w	8
^mʷ	mʷ	8
n$	n	8
k	k	7
^ᵐb	ⁿb	7
t$	t	6
l$	l	6
m$	m	6
^k	k	6
h$	h	6
ⁿd	ⁿd	6
^ᵐbʷ	ⁿbʷ	6
^u	u	6
ᵐbʷ	ⁿbʷ	6
ɸ	ɸ	5
^h	h	5
ᵐb	ⁿb	5
ɣ$	ɣ	5
r$	r	5
^n	n	4
ɸ$	ɸ	4
mʷ	mʷ	4
ə	ə	3
ɸʷ	ɸʷ	3
h	h	3
^j	j	3
^ɸʷ	ɸʷ	3
x	x	3
rs	r s	2
βʷ	βʷ	2
tʰ	tʰ	2
k$	k	2
ŋ$	ŋ	2
bʷ	bʷ	1
^ŋʷ	ŋʷ	1
d	d	1
^a	a	1
gs	g s	1
x$	x	1
aa	aː	1
ɰ	ɰ	1
β$	β	1
^o	o	1
^mᵚ	mʷ	1
^ŋ	ŋ	1
sw	sʷ	1
^b	b	1
