Grapheme	IPA	Frequency
a	a	110
-	+	94
^n	n	67
e$	e	61
^-	NULL	59
u	u	51
l	l	45
i	i	44
ɛ	ɛ	42
t	t	36
o	o	35
n	n	35
e	e	34
m	m	32
s	s	23
ð	ð	23
ɪ	ɪ	22
_	+	21
r	r	19
x	x	18
ᵑg	ⁿg	15
i$	i	13
w	w	13
o$	o	13
ŋ	ŋ	13
a$	a	12
s$	s	11
ɣ	ɣ	11
v	v	10
β	β	10
ʔ$	ʔ	9
ᵐʙ	ⁿʙ	9
ᵐb	ⁿb	8
^k	k	7
l$	l	6
k	k	6
p	p	6
ɛ$	ɛ	5
n$	n	5
t$	t	5
ⁿd	ⁿd	5
ɔ$	ɔ	4
^s	s	4
d	d	4
^m	m	4
p$	p	4
ʉ	ʉ	4
x$	x	4
^ⁿd	ⁿd	3
^t	t	3
^l	l	3
b	b	3
mʷ	mʷ	3
g	g	3
m$	m	3
^i	i	3
^ð	ð	2
ə	ə	2
^ᵐʙ	ⁿʙ	2
ʊ	ʊ	2
^w	w	2
ʔ	ʔ	2
$	NULL	2
ɣs	ɣ s	2
u$	u	2
^x	x	1
xʷ	xʷ	1
h$	h	1
^d	d	1
ᵑk$	ⁿk	1
ᵑɡ	ⁿg	1
^b	b	1
nw	nʷ	1
ᵐbʷ	ⁿbʷ	1
ŋ$	ŋ	1
ʁ	ʁ	1
j	j	1
ɔ	ɔ	1
