Grapheme	IPA	Frequency
a	a	139
e	e	59
i	i	58
r	r	44
u$	u	40
l	l	36
o	o	34
i$	i	34
^k	k	33
o$	o	33
u	u	31
e$	e	28
t	t	24
^t	t	23
^m	m	22
n	n	22
β	β	18
^ɸ	ɸ	18
a$	a	16
k	k	14
k$	k	14
^h	h	12
m	m	12
ᵑɡ	ⁿg	12
^l	l	12
_	+	10
s	s	10
ŋ	ŋ	9
-	+	9
^r	r	9
ᵐb	ⁿb	8
w	w	8
ⁿd	ⁿd	8
h	h	8
^ᵐb	ⁿb	7
l$	l	6
n$	n	6
^ŋ	ŋ	6
^ᵑɡʷ	ⁿgʷ	6
^s	s	6
^β	β	5
ɡ	g	5
^mʷ	mʷ	5
^a	a	5
^w	w	5
^o	o	5
s$	s	4
m$	m	4
^ɡ	g	4
ŋ$	ŋ	4
t$	t	3
r$	r	3
^n	n	3
u̥$	u̥	3
^ⁿd	ⁿd	3
ɸ	ɸ	2
kh	kʰ	2
^ᵐbʷ	ⁿbʷ	2
^e	e	2
^ŋʷ	ŋʷ	2
ɡʷ	gʷ	1
gʷ	gʷ	1
g	g	1
ks	k s	1
d	d	1
rh	rʰ	1
ᵑɡʷ	ⁿgʷ	1
nh	nʰ	1
ʊ$	ʊ	1
bʷ	bʷ	1
ᵑg	ⁿg	1
b	b	1
ə	ə	1
^kʷ	kʷ	1
ɔ$	ɔ	1
mʷ	mʷ	1
h$	h	1
^ᵑgʷ	ⁿgʷ	1
^ᵑɡ	ⁿg	1
^i	i	1
e̥$	e̥	1
^u	u	1
^ɸʷ	ɸʷ	1
^f	f	1
