Grapheme	IPA	Frequency
a	a	264
e	e	180
n	n	154
i	i	147
_	+	147
l	l	111
o	o	109
r	r	106
t	t	96
^n	n	95
v	v	81
u	u	74
^-	NULL	71
m	m	70
ŋ	ŋ	52
-	+	49
b	b	45
ə	ə	44
x	x	44
d	d	41
^m	m	39
ɛ	ɛ	34
h	h	34
i$	i	34
^i	i	33
n$	n	31
r$	r	31
e$	e	30
k$	k	30
l$	l	29
t$	t	29
ɣ	ɣ	27
s	s	27
k	k	26
ɪ	ɪ	26
a$	a	25
w	w	19
^t	t	17
ᵐb	ⁿb	16
x$	x	15
^l	l	15
ɸ	ɸ	14
u$	u	13
^v	v	13
ɸ$	ɸ	11
-$	NULL	11
o$	o	10
ⁿdʳ	ⁿdʳ	10
^r	r	10
ⁿd	ⁿd	9
^k	k	9
ŋ$	ŋ	8
h$	h	7
^ɸ	ɸ	7
^s	s	6
j	j	6
^x	x	5
^ᵐb	ⁿb	5
^f	f	5
^h	h	4
s$	s	4
b$	b	4
^ⁿdʳ	ⁿdʳ	3
ⁿdʳ$	ⁿdʳ	3
m$	m	3
^a	a	2
iʰ$	i ʰ/h	2
^ⁿd	ⁿd	2
d$	d	2
^ⁿt	ⁿt	2
uʰ$	u ʰ/h	2
xs	x s	2
ⁿd$	ⁿd	2
f	f	2
^e	e	2
v$	v	2
g	g	2
rw	rʷ	2
o:	oː	2
$	NULL	2
f$	f	2
t_̚_	t	2
ɔ	ɔ	1
^tᵐb	t ⁿb	1
_ⁿd	+ ⁿd	1
^b	b	1
ã$	ã	1
ɛ$	ɛ	1
ɛʰ$	ɛ ʰ/h	1
š	ʃ	1
ɸw	ɸʷ	1
p$	p	1
u:	uː	1
lh	lʰ	1
g$	g	1
a:	aː	1
e:	eː	1
