Grapheme	IPA	Frequency
a	a	209
-	+	154
^n	n	60
^ᵑg	ⁿg	52
ɪ	ɪ	52
m	m	42
u	u	42
r	r	38
i$	i	36
l	l	29
ɣ	ɣ	29
ŋ	ŋ	27
n$	n	26
i	i	24
s	s	22
n	n	21
ʧ	tʃ	20
v	v	19
ɛ	ɛ	18
o	o	18
æ	æ	17
r$	r	16
k$	k	16
^a	a	15
p	p	14
ə	ə	14
^-	NULL	13
ʊ	ʊ	12
ᵐb	ⁿb	12
u$	u	11
l$	l	11
k	k	9
x$	x	9
e	e	8
^m	m	7
b	b	7
t	t	7
ʧ$	tʃ	6
m$	m	6
^l	l	6
o$	o	6
s$	s	6
ŋ$	ŋ	6
ᵐbʷ	ⁿbʷ	5
_	+	5
ʃ	ʃ	5
e$	e	4
^ɣ	ɣ	3
^t	t	3
ⁿdʳ	ⁿdʳ	3
ᵑg	ⁿg	3
ᵐʙ	ⁿʙ	3
mʷ	mʷ	3
x	x	3
p$	p	3
^ⁿd	ⁿd	2
pʷ	pʷ	2
j	j	2
^ⁿdʳ	ⁿdʳ	2
^ᵐb	ⁿb	2
nw	nʷ	2
vʷ	vʷ	2
vʃ	v ʃ	2
ⁿd	ⁿd	2
g	g	2
ɸ$	ɸ	2
h	h	2
š	ʃ	2
ʉ	ʉ	2
t$	t	2
ʙ$	ʙ	2
ⁿdʳ$	ⁿdʳ	2
^k	k	2
ⁿt	ⁿt	2
aa	aː	1
uʰ$	u ʰ/h	1
^i	i	1
^ŋ	ŋ	1
β	β	1
nʃ	n ʃ	1
^b	b	1
^n-n	n + n	1
^x	x	1
^o	o	1
ɪ$	ɪ	1
ʃ$	ʃ	1
fʷ	fʷ	1
^ᵐbʷ	ⁿbʷ	1
^r	r	1
w	w	1
χ$	χ	1
ᵐβ	ⁿβ	1
əʰi	ə h i	1
$	NULL	1
