Grapheme	IPA	Frequency
-	+	123
a	a	113
o	o	71
u	u	58
n	n	51
^n	n	40
i	i	39
l	l	36
r	r	32
e$	e	29
^h	h	29
h	h	26
m	m	24
ɣ	ɣ	23
ɛ	ɛ	23
n$	n	19
i$	i	18
t	t	17
ɪ	ɪ	17
v	v	17
m$	m	15
e	e	13
t$	t	13
ᵐb	ⁿb	12
^m	m	12
^mʷ	mʷ	10
ð	ð	9
^-	NULL	9
^w	w	9
u$	u	8
^ɣ	ɣ	8
ɛ$	ɛ	7
ŋ	ŋ	7
_	+	7
^ᵐb	ⁿb	7
a$	a	6
r$	r	6
^o	o	6
^i	i	5
l$	l	5
^t	t	5
k	k	5
^u	u	5
h$	h	5
ɔ$	ɔ	4
β	β	4
^k	k	4
s$	s	4
g	g	3
^v	v	3
ð$	ð	3
s	s	3
x$	x	3
ʒ	ʒ	3
^x	x	2
ʉ	ʉ	2
w	w	2
p$	p	2
ɾ$	ɾ	2
p	p	2
ɾ	ɾ	2
^ð	ð	2
ŋ$	ŋ	2
b$	b	2
ɸ$	ɸ	2
^r	r	2
j	j	1
f	f	1
d	d	1
a͡ul	au l	1
$	NULL	1
^a	a	1
k$	k	1
^ⁿd	ⁿd	1
v$	v	1
ʊ	ʊ	1
x	x	1
z	z	1
o$	o	1
oo	oː	1
ɔ	ɔ	1
ə$	ə	1
ʒ$	ʒ	1
b	b	1
^hw	hʷ	1
ɾh	ɾʰ	1
