Grapheme	IPA	Frequency
a	a	266
a$	a	126
n	n	93
i	i	86
u	u	85
o	o	82
r	r	76
l	l	69
e	e	61
t	t	51
_	+	48
β	β	43
s	s	37
^t	t	36
ʔ	ʔ	35
o$	o	35
u$	u	28
^p	p	28
p	p	27
m	m	26
e$	e	26
^s	s	25
^l	l	25
i$	i	25
^m	m	23
k	k	21
^n	n	20
w	w	19
^ʔ	ʔ	19
^k	k	18
^a	a	16
j	j	16
^r	r	15
n$	n	15
v	v	14
^pʷ	pʷ	11
^t͡ʃ	tʃ	9
t͡ʃ	tʃ	9
j$	j	9
^β	β	9
^i	i	8
^mʷ	mʷ	7
pʷ	pʷ	7
l$	l	6
^w	w	6
mʷ	mʷ	5
w$	w	5
m$	m	5
^o	o	4
^u	u	4
s$	s	4
^c	c	3
t$	t	2
c	c	2
^e	e	2
^v	v	1
ɪ$	ɪ	1
βː	βː	1
^kw	k w	1
p$	p	1
ĕ$	ĕ	1
d	d	1
l:	lː	1
ɦ	ɦ	1
aː	aː	1
t̚$	t̚	1
