Grapheme	IPA	Frequency
a	a	121
a$	a	110
u	u	77
n	n	71
i	i	64
r	r	64
e	e	54
l	l	49
^m	m	38
m	m	37
j	j	37
^k	k	31
p	p	25
o	o	23
s	s	22
u$	u	22
^p	p	21
t	t	21
e$	e	20
i$	i	19
k	k	19
^l	l	16
ɛ	ɛ	16
aː	aː	16
^a	a	16
_	+	14
ŋ	ŋ	14
^o	o	14
g	g	14
ʰ	h	13
^n	n	12
o$	o	12
$	NULL	10
w	w	10
l$	l	9
^s	s	9
^j	j	9
ʷ	w	8
^ᵐb	ⁿb	7
^t	t	7
^w	w	6
v	v	5
ñ	ɲ	5
^ɔ	ɔ	5
ɔ	ɔ	5
^i	i	4
^	NULL	4
aʷi	a w i	3
aʰu	a h u	3
r$	r	3
uː	uː	3
^e	e	3
^u	u	3
^ɛ	ɛ	2
^ʷi	w i	2
uʷe	u w e	2
^ⁿd	ⁿd	2
ⁿ	ⁿ/n	2
oː	oː	2
mʷ	mʷ	2
a:	aː	2
ʋ	ʋ	2
ᵐl	ⁿl	2
k$	k	2
ŋg̊	ŋ g̊	2
ᵐj	ⁿj	2
mw	mʷ	1
eː	eː	1
ⁱ	i	1
ⁿm	ⁿm	1
^ps	p s	1
^aʰuː	a h uː	1
ʃ	ʃ	1
d	d	1
p$	p	1
^kw	kʷ	1
n$	n	1
^aʷi	a w i	1
iː$	iː	1
ɔ$	ɔ	1
ʰo	h o	1
ps	p s	1
ə$	ə	1
ɑː	ɑː	1
s$	s	1
iː	iː	1
j$	j	1
oʰi	o h i	1
m$	m	1
ɐːj	ɐːi̯	1
