ORG_LG_NAME,ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,Island,IndexInSource,IsProto,Source
Nakanamanga_Sesake,Nakanamangasesake,Nakanamanga: Sesake,sesa1243,,,Papunesia,-17.04250452667725,168.39188512310602,Austronesian,Emae,,False,Walworth2020
