ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Variant_Of
Sivitinjavwomol-147_flyverb-1,48744145409-822-0,Sivitinjavwomol,147_flyverb,i-ɣiɣamp,i-ɣiɣamp,i ɣ i ɣ a m p,,Shimelman2019,,false,
Sivitinjavwomol-148_throw-1,48744145409-826-0,Sivitinjavwomol,148_throw,-wɛrɛn lue,-wɛrɛn lue,w ɛ r ɛ n + l u e,,Shimelman2019,,false,
Sivitinjavwomol-149_hide-1,48744145409-827-0,Sivitinjavwomol,149_hide,-vitɛʃuʃun,-vitɛʃuʃun,v i t ɛ ʃ u ʃ u n,,Shimelman2019,,false,
Sivitinjavwomol-150_eat-1,48744145409-831-0,Sivitinjavwomol,150_eat,i-or,i-or,i o r,,Shimelman2019,,false,
Sivitinjavwomol-151_drink-1,48744145409-832-0,Sivitinjavwomol,151_drink,i-min,i-min,i m i n,,Shimelman2019,,false,
Sivitinjavwomol-153_spit-1,48744145409-837-0,Sivitinjavwomol,153_spit,-tiβis,-tiβis,t i β i s,,Shimelman2019,,false,
Sivitinjavwomol-154_dream-1,48744145409-840-0,Sivitinjavwomol,154_dream,metur porpoɾ,metur porpoɾ,m e t u r + p o r p o ɾ,,Shimelman2019,,false,
Sivitinjavwomol-155_sleep-1,48744145409-841-0,Sivitinjavwomol,155_sleep,-metuɾ,-metuɾ,m e t u ɾ,,Shimelman2019,,false,
Sivitinjavwomol-156_live-1,48744145409-842-0,Sivitinjavwomol,156_live,-meruɸ,-meruɸ,m e r u ɸ,,Shimelman2019,,false,
Sivitinjavwomol-157_die-1,48744145409-843-0,Sivitinjavwomol,157_die,-mɛs,-mɛs,m ɛ s,,Shimelman2019,,false,
Sivitinjavwomol-158_kill-1,48744145409-844-0,Sivitinjavwomol,158_kill,-rup-ɛ-mɛs,-rup-ɛ-mɛs,r u p ɛ m ɛ s,,Shimelman2019,,false,
Sivitinjavwomol-159_see-1,48744145409-851-0,Sivitinjavwomol,159_see,i-lɪs,i-lɪs,i l ɪ s,,Shimelman2019,,false,
Sivitinjavwomol-160_hear-1,48744145409-852-0,Sivitinjavwomol,160_hear,i-roŋa,i-roŋa,i r o ŋ a,,Shimelman2019,,false,
Sivitinjavwomol-161_sniffsmell-1,48744145409-854-0,Sivitinjavwomol,161_sniffsmell,noɣo nɛ-vtin,noɣo nɛ-vtin,n o ɣ o + n ɛ v t i n,,Shimelman2019,,false,
Sivitinjavwomol-162_laugh-1,48744145409-858-0,Sivitinjavwomol,162_laugh,-ŋiɾ,-ŋiɾ,ŋ i ɾ,,Shimelman2019,,false,
Sivitinjavwomol-163_cry-1,48744145409-859-0,Sivitinjavwomol,163_cry,o-rat,o-rat,o r a t,,Shimelman2019,,false,
Sivitinjavwomol-164_blow-1,48744145409-867-0,Sivitinjavwomol,164_blow,isɛɾ,isɛɾ,i s ɛ ɾ,,Shimelman2019,,false,
Sivitinjavwomol-165_burn-1,48744145409-868-0,Sivitinjavwomol,165_burn,i-ɣan,i-ɣan,i ɣ a n,,Shimelman2019,,false,
Sivitinjavwomol-166_sew-1,48744145409-874-0,Sivitinjavwomol,166_sew,-rur nain,-rur nain,r u r + n a i n,,Shimelman2019,,false,
Sivitinjavwomol-167_pound-1,48744145409-880-0,Sivitinjavwomol,167_pound,-ruprup,-ruprup,r u p r u p,,Shimelman2019,,false,
Sivitinjavwomol-168_hit-1,48744145409-881-0,Sivitinjavwomol,168_hit,-rup,-rup,r u p,,Shimelman2019,,false,
Sivitinjavwomol-169_cut-1,48744145409-887-0,Sivitinjavwomol,169_cut,-vɛlɛ,-vɛlɛ,v ɛ l ɛ,,Shimelman2019,,false,
Sivitinjavwomol-170_split-1,48744145409-888-0,Sivitinjavwomol,170_split,-tetuaɣe,-tetuaɣe,t e t u a ɣ e,,Shimelman2019,,false,
Sivitinjavwomol-171_dig-1,48744145409-889-0,Sivitinjavwomol,171_dig,-ɣil,-ɣil,ɣ i l,,Shimelman2019,,false,
Sivitinjavwomol-172_hunt-1,48744145409-892-0,Sivitinjavwomol,172_hunt,t͡so-xorxor,t͡so-xorxor,t͡s o x o r x o r,,Shimelman2019,,false,
Sivitinjavwomol-173_hold-1,48744145409-893-0,Sivitinjavwomol,173_hold,ustʰuɣun,ustʰuɣun,u s tʰ u ɣ u n,,Shimelman2019,,false,
Sivitinjavwomol-174_fear-1,48744145409-895-0,Sivitinjavwomol,174_fear,-mɛtaɣut,-mɛtaɣut,m ɛ t a ɣ u t,,Shimelman2019,,false,
Sivitinjavwomol-175_count-1,48744145409-896-0,Sivitinjavwomol,175_count,-ʧɪpʷɪn,-ʧɪpʷɪn,ʧ ɪ pʷ ɪ n,,Shimelman2019,,false,
Sivitinjavwomol-176_breathe-1,48744145409-897-0,Sivitinjavwomol,176_breathe,e-vɪ-laŋ,e-vɪ-laŋ,e v ɪ l a ŋ,,Shimelman2019,,false,
Sivitinjavwomol-177_vomit-1,48744145409-900-0,Sivitinjavwomol,177_vomit,i-lulu,i-lulu,i l u l u,,Shimelman2019,,false,
Sivitinjavwomol-178_tieup-1,48744145409-901-0,Sivitinjavwomol,178_tieup,-mʷit͡s,-mʷit͡s,mʷ i t͡s,,Shimelman2019,,false,
Sivitinjavwomol-179_squeeze-1,48744145409-902-0,Sivitinjavwomol,179_squeeze,-wis,-wis,w i s,,Shimelman2019,,false,
Sivitinjavwomol-180_swell-1,48744145409-903-0,Sivitinjavwomol,180_swell,i-wuwun,i-wuwun,i w u w u n,,Shimelman2019,,false,
Sivitinjavwomol-181_say-1,48744145409-904-0,Sivitinjavwomol,181_say,usu-wiɾ,usu-wiɾ,u s u w i ɾ,,Shimelman2019,,false,
Sivitinjavwomol-183_stab-1,48744145409-906-0,Sivitinjavwomol,183_stab,siɾ,siɾ,s i ɾ,,Shimelman2019,,false,
Sivitinjavwomol-184_buy-1,48744145409-912-0,Sivitinjavwomol,184_buy,-wʊl,-wʊl,w ʊ l,,Shimelman2019,,false,
Sivitinjavwomol-185_steal-1,48744145409-913-0,Sivitinjavwomol,185_steal,-vɪnaɣe,-vɪnaɣe,v ɪ n a ɣ e,,Shimelman2019,,false,
Sivitinjavwomol-186_plant-1,48744145409-918-0,Sivitinjavwomol,186_plant,-ruh,-ruh,r u h,,Shimelman2019,,false,
Sivitinjavwomol-187_cook-1,48744145409-922-0,Sivitinjavwomol,187_cook,-titin,-titin,t i t i n,,Shimelman2019,,false,
Sivitinjavwomol-188_shoot-1,48744145409-940-0,Sivitinjavwomol,188_shoot,-sosoɾo,-sosoɾo,s o s o ɾ o,,Shimelman2019,,false,
Sivitinjavwomol-189_work-1,48744145409-950-0,Sivitinjavwomol,189_work,-pas,-pas,p a s,,Shimelman2019,,false,
Sivitinjavgonwar-0_one-1,48744145509-1-0,Sivitinjavgonwar,0_one,-soɣal,-soɣal,s o ɣ a l,,Shimelman2019,,false,
Sivitinjavgonwar-1_two-1,48744145509-2-0,Sivitinjavgonwar,1_two,i-ɾu,i-ɾu,i ɾ u,,Shimelman2019,,false,
Sivitinjavgonwar-2_three-1,48744145509-3-0,Sivitinjavgonwar,2_three,i-til,i-til,i t i l,,Shimelman2019,,false,
Sivitinjavgonwar-3_four-1,48744145509-4-0,Sivitinjavgonwar,3_four,i-vat,i-vat,i v a t,,Shimelman2019,,false,
Sivitinjavgonwar-4_five-1,48744145509-5-0,Sivitinjavgonwar,4_five,i-lim,i-lim,i l i m,,Shimelman2019,,false,
Sivitinjavgonwar-5_six-1,48744145509-6-0,Sivitinjavgonwar,5_six,-ɣɔn,-ɣɔn,ɣ ɔ n,,Shimelman2019,,false,
Sivitinjavgonwar-6_seven-1,48744145509-7-0,Sivitinjavgonwar,6_seven,-ɣɛᵐbut,-ɣɛᵐbut,ɣ ɛᵐ b u t,,Shimelman2019,,false,
Sivitinjavgonwar-7_eight-1,48744145509-8-0,Sivitinjavgonwar,7_eight,-xoɛl,-xoɛl,x o ɛ l,,Shimelman2019,,false,
Sivitinjavgonwar-8_nine-1,48744145509-9-0,Sivitinjavgonwar,8_nine,-ɣɛsiv,-ɣɛsiv,ɣ ɛ s i v,,Shimelman2019,,false,
Sivitinjavgonwar-9_ten-1,48744145509-10-0,Sivitinjavgonwar,9_ten,-sɪŋavul,-sɪŋavul,s ɪ ŋ a v u l,,Shimelman2019,,false,
Sivitinjavgonwar-10_twenty-1,48744145509-11-0,Sivitinjavgonwar,10_twenty,ŋovil i-ɾu,ŋovil i-ɾu,ŋ o v i l + i ɾ u,,Shimelman2019,,false,
Sivitinjavgonwar-12_onehundred-1,48744145509-20-0,Sivitinjavgonwar,12_onehundred,ŋov sɪŋavul,ŋov sɪŋavul,ŋ o v + s ɪ ŋ a v u l,,Shimelman2019,,false,
Sivitinjavgonwar-14_year-1,48744145509-51-0,Sivitinjavgonwar,14_year,ᵑgaka sohal,ᵑgaka sohal,ᵑg a k a + s o h a l,,Shimelman2019,,false,
Sivitinjavgonwar-15_right-1,48744145509-81-0,Sivitinjavgonwar,15_right,mʷɛtu,mʷɛtu,mʷ ɛ t u,,Shimelman2019,,false,
Sivitinjavgonwar-16_left-1,48744145509-82-0,Sivitinjavgonwar,16_left,mʷiɾe,mʷiɾe,mʷ i ɾ e,,Shimelman2019,,false,
Sivitinjavgonwar-17_i-1,48744145509-101-0,Sivitinjavgonwar,17_i,nɛ,nɛ,n ɛ,,Shimelman2019,,false,
Sivitinjavgonwar-21_weallincl-1,48744145509-102-3,Sivitinjavgonwar,21_weallincl,nekir,nekir,n e k i r,,Shimelman2019,,false,
Sivitinjavgonwar-22_thou-1,48744145509-104-0,Sivitinjavgonwar,22_thou,nox,nox,n o x,,Shimelman2019,,false,
Sivitinjavgonwar-23_youboth-1,48744145509-105-0,Sivitinjavgonwar,23_youboth,kemi pʷɔ,kemi pʷɔ,k e m i + pʷ ɔ,,Shimelman2019,,false,
Sivitinjavgonwar-24_youall-1,48744145509-105-2,Sivitinjavgonwar,24_youall,kemi,kemi,k e m i,,Shimelman2019,,false,
Sivitinjavgonwar-25_heshe-1,48744145509-106-0,Sivitinjavgonwar,25_heshe,xaim,xaim,x a i m,,Shimelman2019,,false,
Sivitinjavgonwar-26_theyall-1,48744145509-107-0,Sivitinjavgonwar,26_theyall,xair pʷɔ,xair pʷɔ,x a i r + pʷ ɔ,,Shimelman2019,,false,
Sivitinjavgonwar-27_theyboth-1,48744145509-107-2,Sivitinjavgonwar,27_theyboth,xair pʷɔz iru,xair pʷɔz iru,x a i r + pʷ ɔ z + i r u,,Shimelman2019,,false,
Sivitinjavgonwar-29_what-1,48744145509-121-0,Sivitinjavgonwar,29_what,ⁿzaβ,ⁿzaβ,ⁿz a β,,Shimelman2019,,false,
Sivitinjavgonwar-30_who-1,48744145509-122-0,Sivitinjavgonwar,30_who,sena,sena,s e n a,,Shimelman2019,,false,
Sivitinjavgonwar-31_where-1,48744145509-123-0,Sivitinjavgonwar,31_where,hambe,hambe,h a m b e,,Shimelman2019,,false,
Sivitinjavgonwar-32_when-1,48744145509-124-0,Sivitinjavgonwar,32_when,sɪveliŋ,sɪveliŋ,s ɪ v e l i ŋ,,Shimelman2019,,false,
Sivitinjavgonwar-33_how-1,48744145509-125-0,Sivitinjavgonwar,33_how,-pəlakɪnzal,-pəlakɪnzal,p ə l a k ɪ n z a l,,Shimelman2019,,false,
Sivitinjavgonwar-34_this-1,48744145509-131-0,Sivitinjavgonwar,34_this,xaɾi,xaɾi,x a ɾ i,,Shimelman2019,,false,
Sivitinjavgonwar-36_above-1,48744145509-138-0,Sivitinjavgonwar,36_above,-limsax,-limsax,l i ms a x,,Shimelman2019,,false,
Sivitinjavgonwar-37_below-1,48744145509-139-0,Sivitinjavgonwar,37_below,-mɛləvɛna,-mɛləvɛna,m ɛ l ə v ɛ n a,,Shimelman2019,,false,
Sivitinjavgonwar-38_ininside-1,48744145509-141-0,Sivitinjavgonwar,38_ininside,-laɪm,-laɪm,l a ɪ m,,Shimelman2019,,false,
Sivitinjavgonwar-39_head-1,48744145509-201-0,Sivitinjavgonwar,39_head,ᵐbatu-k,ᵐbatu-k,ᵐb a t u k,,Shimelman2019,,false,
Sivitinjavgonwar-40_hair-1,48744145509-205-0,Sivitinjavgonwar,40_hair,roon ᵐbatu-k,roon ᵐbatu-k,r oo n + ᵐb a t u k,,Shimelman2019,,false,
Sivitinjavgonwar-41_eye-1,48744145509-211-0,Sivitinjavgonwar,41_eye,mɪta-k,mɪta-k,m ɪ t a k,,Shimelman2019,,false,
Sivitinjavgonwar-42_nose-1,48744145509-212-0,Sivitinjavgonwar,42_nose,ᵑgusu-k,ᵑgusu-k,ᵑg u s u k,,Shimelman2019,,false,
Sivitinjavgonwar-43_ear-1,48744145509-213-0,Sivitinjavgonwar,43_ear,ᵐboɾo-k,ᵐboɾo-k,ᵐb o ɾ o k,,Shimelman2019,,false,
Sivitinjavgonwar-44_mouth-1,48744145509-221-0,Sivitinjavgonwar,44_mouth,ⁿzoŋo-k,ⁿzoŋo-k,ⁿz o ŋ o k,,Shimelman2019,,false,
Sivitinjavgonwar-45_tongue-1,48744145509-223-0,Sivitinjavgonwar,45_tongue,mimɛ-k,mimɛ-k,m i m ɛ k,,Shimelman2019,,false,
Sivitinjavgonwar-46_tooth-1,48744145509-224-0,Sivitinjavgonwar,46_tooth,lɪvo-k,lɪvo-k,l ɪ v o k,,Shimelman2019,,false,
Sivitinjavgonwar-47_hand-1,48744145509-231-0,Sivitinjavgonwar,47_hand,wəɾa-k,wəɾa-k,w ə ɾ a k,,Shimelman2019,,false,
Sivitinjavgonwar-48_shoulder-1,48744145509-233-0,Sivitinjavgonwar,48_shoulder,ᵐbʷili-k,ᵐbʷili-k,ᵐbʷ i l i k,,Shimelman2019,,false,
Sivitinjavgonwar-49_neck-1,48744145509-241-0,Sivitinjavgonwar,49_neck,ⁿzakɣa-k,ⁿzakɣa-k,ⁿz a k ɣ a k,,Shimelman2019,,false,
Sivitinjavgonwar-50_back-1,48744145509-242-0,Sivitinjavgonwar,50_back,ⁿdahu-k,ⁿdahu-k,ⁿd a h u k,,Shimelman2019,,false,
Sivitinjavgonwar-51_leg-1,48744145509-252-0,Sivitinjavgonwar,51_leg,malɛ-k,malɛ-k,m a l ɛ k,,Shimelman2019,,false,
Sivitinjavgonwar-52_blood-1,48744145509-261-0,Sivitinjavgonwar,52_blood,naɾɛnak,naɾɛnak,n a ɾ ɛ n a k,,Shimelman2019,,false,
Sivitinjavgonwar-53_bone-1,48744145509-262-0,Sivitinjavgonwar,53_bone,ⁿʒi-k,ⁿʒi-k,ⁿʒ i k,,Shimelman2019,,false,
Sivitinjavgonwar-54_skin-1,48744145509-263-0,Sivitinjavgonwar,54_skin,vɪlɛ wəra-k,vɪlɛ wəra-k,v ɪ l ɛ + w ə r a k,,Shimelman2019,,false,
Sivitinjavgonwar-55_belly-1,48744145509-271-0,Sivitinjavgonwar,55_belly,lavoɣa-k,lavoɣa-k,l a v o ɣ a k,,Shimelman2019,,false,
Sivitinjavgonwar-57_breast-1,48744145509-274-0,Sivitinjavgonwar,57_breast,ne-zus so-k,ne-zus so-k,n e z u s + s o k,,Shimelman2019,,false,
Sivitinjavgonwar-58_liver-1,48744145509-284-0,Sivitinjavgonwar,58_liver,na-re lalok,na-re lalok,n a r e + l a l o k,,Shimelman2019,,false,
Sivitinjavgonwar-59_dog-1,48744145509-312-0,Sivitinjavgonwar,59_dog,guli,guli,g u l i,,Shimelman2019,,false,
Sivitinjavgonwar-60_bird-1,48744145509-321-0,Sivitinjavgonwar,60_bird,manux,manux,m a n u x,,Shimelman2019,,false,
Sivitinjavgonwar-61_fish-1,48744145509-324-0,Sivitinjavgonwar,61_fish,nɪ-mat͡s,nɪ-mat͡s,n ɪ m a t͡s,,Shimelman2019,,false,
Sivitinjavgonwar-62_snake-1,48744145509-341-0,Sivitinjavgonwar,62_snake,nu-mat,nu-mat,n u m a t,,Shimelman2019,,false,
Sivitinjavgonwar-64_louse-1,48744145509-343-0,Sivitinjavgonwar,64_louse,na-ɣut,na-ɣut,n a ɣ u t,,Shimelman2019,,false,
Sivitinjavgonwar-65_rat-1,48744145509-345-0,Sivitinjavgonwar,65_rat,na-xariv,na-xariv,n a x a r i v,,Shimelman2019,,false,
Sivitinjavgonwar-66_spider-1,48744145509-349-0,Sivitinjavgonwar,66_spider,ne-la,ne-la,n e l a,,Shimelman2019,,false,
Sivitinjavgonwar-67_mosquito-1,48744145509-352-0,Sivitinjavgonwar,67_mosquito,na-mux,na-mux,n a m u x,,Shimelman2019,,false,
Sivitinjavgonwar-68_egg-1,48744145509-381-0,Sivitinjavgonwar,68_egg,rulu-n,rulu-n,r u l u n,,Shimelman2019,,false,
Sivitinjavgonwar-69_tail-1,48744145509-383-0,Sivitinjavgonwar,69_tail,walɣona,walɣona,w a l ɣ o n a,,Shimelman2019,,false,
Sivitinjavgonwar-70_wing-1,48744145509-384-0,Sivitinjavgonwar,70_wing,na-ɣɪpa-n,na-ɣɪpa-n,n a ɣ ɪ p a n,,Shimelman2019,,false,
Sivitinjavgonwar-71_feather-1,48744145509-385-0,Sivitinjavgonwar,71_feather,vɪlɛ-n na-to,vɪlɛ-n na-to,v ɪ l ɛ n + n a t o,,Shimelman2019,,false,
Sivitinjavgonwar-73_woman-1,48744145509-403-0,Sivitinjavgonwar,73_woman,nɪ-vɛnar,nɪ-vɛnar,n ɪ v ɛ n a r,,Shimelman2019,,false,
Sivitinjavgonwar-74_child-1,48744145509-405-0,Sivitinjavgonwar,74_child,lɪlɪʧiplɛx,lɪlɪʧiplɛx,l ɪ l ɪ ʧ i p l ɛ x,,Shimelman2019,,false,
Sivitinjavgonwar-75_name-1,48744145509-410-0,Sivitinjavgonwar,75_name,ni-iŋso-k,ni-iŋso-k,n i i ŋs o k,,Shimelman2019,,false,
Sivitinjavgonwar-76_mother-1,48744145509-431-0,Sivitinjavgonwar,76_mother,pɪpɪʰ,pɪpɪʰ,p ɪ p ɪʰ,,Shimelman2019,,false,
Sivitinjavgonwar-77_father-1,48744145509-432-0,Sivitinjavgonwar,77_father,tate so-k,tate so-k,t a t e + s o k,,Shimelman2019,,false,
Sivitinjavgonwar-78_husband-1,48744145509-435-0,Sivitinjavgonwar,78_husband,lileɣ so-k,lileɣ so-k,l i l e ɣ + s o k,,Shimelman2019,,false,
Sivitinjavgonwar-79_wife-1,48744145509-436-0,Sivitinjavgonwar,79_wife,nɪ-vɛnar so-k,nɪ-vɛnar so-k,n ɪ v ɛ n a r + s o k,,Shimelman2019,,false,
Sivitinjavgonwar-80_day-1,48744145509-501-0,Sivitinjavgonwar,80_day,laɾan,laɾan,l a ɾ a n,,Shimelman2019,,false,
Sivitinjavgonwar-81_night-1,48744145509-502-0,Sivitinjavgonwar,81_night,lapuŋ,lapuŋ,l a p u ŋ,,Shimelman2019,,false,
Sivitinjavgonwar-82_moon-1,48744145509-512-0,Sivitinjavgonwar,82_moon,na-vil,na-vil,n a v i l,,Shimelman2019,,false,
Sivitinjavgonwar-83_star-1,48744145509-513-0,Sivitinjavgonwar,83_star,wuwɛɾ,wuwɛɾ,w u w ɛ ɾ,,Shimelman2019,,false,
Sivitinjavgonwar-84_sky-1,48744145509-515-0,Sivitinjavgonwar,84_sky,nɛ-ran,nɛ-ran,n ɛ r a n,,Shimelman2019,,false,
Sivitinjavgonwar-85_water-1,48744145509-521-0,Sivitinjavgonwar,85_water,nu͂-ah,nu͂-ah,n u͂ a h,,Shimelman2019,,false,
Sivitinjavgonwar-86_lake-1,48744145509-523-0,Sivitinjavgonwar,86_lake,malɛn,malɛn,m a l ɛ n,,Shimelman2019,,false,
Sivitinjavgonwar-87_sea-1,48744145509-524-0,Sivitinjavgonwar,87_sea,ⁿdas,ⁿdas,ⁿd a s,,Shimelman2019,,false,
Sivitinjavgonwar-88_fire-1,48744145509-541-0,Sivitinjavgonwar,88_fire,na-ɣamb,na-ɣamb,n a ɣ a m b,,Shimelman2019,,false,
Sivitinjavgonwar-89_smoke-1,48744145509-542-0,Sivitinjavgonwar,89_smoke,iɛs,iɛs,i ɛ s,,Shimelman2019,,false,
Sivitinjavgonwar-90_ash-1,48744145509-543-0,Sivitinjavgonwar,90_ash,woluvias,woluvias,w o l u v i a s,,Shimelman2019,,false,
Sivitinjavgonwar-91_stone-1,48744145509-551-0,Sivitinjavgonwar,91_stone,nɪ-væt,nɪ-væt,n ɪ v æ t,,Shimelman2019,,false,
Sivitinjavgonwar-92_earthsoil-1,48744145509-552-0,Sivitinjavgonwar,92_earthsoil,ⁿdan,ⁿdan,ⁿd a n,,Shimelman2019,,false,
Sivitinjavgonwar-93_dust-1,48744145509-553-0,Sivitinjavgonwar,93_dust,ᵐbʷɪtnaɣaβ,ᵐbʷɪtnaɣaβ,ᵐbʷ ɪ t n a ɣ a β,,Shimelman2019,,false,
Sivitinjavgonwar-94_sand-1,48744145509-554-0,Sivitinjavgonwar,94_sand,na-onʰ,na-onʰ,n a o nʰ,,Shimelman2019,,false,
Sivitinjavgonwar-96_cloud-1,48744145509-584-0,Sivitinjavgonwar,96_cloud,ne-ran,ne-ran,n e r a n,,Shimelman2019,,false,
Sivitinjavgonwar-97_wind-1,48744145509-585-0,Sivitinjavgonwar,97_wind,laŋ,laŋ,l a ŋ,,Shimelman2019,,false,
Sivitinjavgonwar-101_fruit-1,48744145509-609-0,Sivitinjavgonwar,101_fruit,weɣe,weɣe,w e ɣ e,,Shimelman2019,,false,
Sivitinjavgonwar-102_woodsforest-1,48744145509-622-0,Sivitinjavgonwar,102_woodsforest,no-woɣoɣa,no-woɣoɣa,n o w o ɣ o ɣ a,,Shimelman2019,,false,
Sivitinjavgonwar-104_branch-1,48744145509-625-0,Sivitinjavgonwar,104_branch,raŋ na-ɣa,raŋ na-ɣa,r a ŋ + n a ɣ a,,Shimelman2019,,false,
Sivitinjavgonwar-105_leaf-1,48744145509-626-0,Sivitinjavgonwar,105_leaf,roɣo,roɣo,r o ɣ o,,Shimelman2019,,false,
Sivitinjavgonwar-106_wood-1,48744145509-628-0,Sivitinjavgonwar,106_wood,na-ɣa,na-ɣa,n a ɣ a,,Shimelman2019,,false,
Sivitinjavgonwar-107_grass-1,48744145509-631-0,Sivitinjavgonwar,107_grass,na-miš,na-miš,n a m i š,,Shimelman2019,,false,
Sivitinjavgonwar-109_thatchroof-1,48744145509-633-0,Sivitinjavgonwar,109_thatchroof,ni-at,ni-at,n i a t,,Shimelman2019,,false,
Sivitinjavgonwar-111_rope-1,48744145509-662-0,Sivitinjavgonwar,111_rope,marit,marit,m a r i t,,Shimelman2019,,false,
Sivitinjavgonwar-112_roadpath-1,48744145509-681-0,Sivitinjavgonwar,112_roadpath,ⁿzal,ⁿzal,ⁿz a l,,Shimelman2019,,false,
Sivitinjavgonwar-113_black-1,48744145509-701-0,Sivitinjavgonwar,113_black,i-mɛɾə,i-mɛɾə,i m ɛ ɾ ə,,Shimelman2019,,false,
Sivitinjavgonwar-114_white-1,48744145509-702-0,Sivitinjavgonwar,114_white,i-pɪsax,i-pɪsax,i p ɪ s a x,,Shimelman2019,,false,
Sivitinjavgonwar-115_red-1,48744145509-703-0,Sivitinjavgonwar,115_red,i -mial,i -mial,i + m i a l,,Shimelman2019,,false,
Sivitinjavgonwar-116_green-1,48744145509-704-0,Sivitinjavgonwar,116_green,i-ɣɪʧan,i-ɣɪʧan,i ɣ ɪ ʧ a n,,Shimelman2019,,false,
Sivitinjavgonwar-117_yellow-1,48744145509-705-0,Sivitinjavgonwar,117_yellow,i-məɣɛl,i-məɣɛl,i m ə ɣ ɛ l,,Shimelman2019,,false,
Sivitinjavgonwar-118_big-1,48744145509-711-0,Sivitinjavgonwar,118_big,i-lalamb,i-lalamb,i l a l a m b,,Shimelman2019,,false,
Sivitinjavgonwar-119_small-1,48744145509-717-0,Sivitinjavgonwar,119_small,i-wɪlwɪle,i-wɪlwɪle,i w ɪ lw ɪ l e,,Shimelman2019,,false,
Sivitinjavgonwar-120_sharp-1,48744145509-741-0,Sivitinjavgonwar,120_sharp,tu-mʷon,tu-mʷon,t u mʷ o n,,Shimelman2019,,false,
Sivitinjavgonwar-121_bluntdull-1,48744145509-742-0,Sivitinjavgonwar,121_bluntdull,i-papot,i-papot,i p a p o t,,Shimelman2019,,false,
Sivitinjavgonwar-122_shyashamed-1,48744145509-749-0,Sivitinjavgonwar,122_shyashamed,numuwonɣɛn,numuwonɣɛn,n u m u w o n ɣ ɛ n,,Shimelman2019,,false,
Sivitinjavgonwar-123_old-1,48744145509-752-0,Sivitinjavgonwar,123_old,i-tɪɾa,i-tɪɾa,i t ɪ ɾ a,,Shimelman2019,,false,
Sivitinjavgonwar-124_painfulsick-1,48744145509-763-0,Sivitinjavgonwar,124_painfulsick,iroʧ,iroʧ,i r o ʧ,,Shimelman2019,,false,
Sivitinjavgonwar-125_good-1,48744145509-771-0,Sivitinjavgonwar,125_good,i-namə,i-namə,i n a m ə,,Shimelman2019,,false,
Sivitinjavgonwar-126_bad-1,48744145509-772-0,Sivitinjavgonwar,126_bad,i-sat,i-sat,i s a t,,Shimelman2019,,false,
Sivitinjavgonwar-127_correcttrue-1,48744145509-773-0,Sivitinjavgonwar,127_correcttrue,ho-wuratin,ho-wuratin,h o w u r a t i n,,Shimelman2019,,false,
Sivitinjavgonwar-128_dirty-1,48744145509-777-0,Sivitinjavgonwar,128_dirty,i-lalo,i-lalo,i l a l o,,Shimelman2019,,false,
Sivitinjavgonwar-129_rotten-1,48744145509-780-0,Sivitinjavgonwar,129_rotten,i-pɔw,i-pɔw,i p ɔ w,,Shimelman2019,,false,
Sivitinjavgonwar-130_heavy-1,48744145509-786-0,Sivitinjavgonwar,130_heavy,i-rov,i-rov,i r o v,,Shimelman2019,,false,
Sivitinjavgonwar-131_far-1,48744145509-788-0,Sivitinjavgonwar,131_far,-luvse,-luvse,l u vs e,,Shimelman2019,,false,
Sivitinjavgonwar-132_near-1,48744145509-789-0,Sivitinjavgonwar,132_near,rirgərivʷə,rirgərivʷə,r i r g ə r i vʷ ə,,Shimelman2019,,false,
Sivitinjavgonwar-133_cold-1,48744145509-792-0,Sivitinjavgonwar,133_cold,-malaɣas,-malaɣas,m a l a ɣ a s,,Shimelman2019,,false,
Sivitinjavgonwar-134_dry-1,48744145509-793-0,Sivitinjavgonwar,134_dry,i-mimas,i-mimas,i m i m a s,,Shimelman2019,,false,
Sivitinjavgonwar-135_wet-1,48744145509-794-0,Sivitinjavgonwar,135_wet,i-rom,i-rom,i r o m,,Shimelman2019,,false,
Sivitinjavgonwar-136_new-1,48744145509-798-0,Sivitinjavgonwar,136_new,mʷɪlakɛl,mʷɪlakɛl,mʷ ɪ l a k ɛ l,,Shimelman2019,,false,
Sivitinjavgonwar-138_come-1,48744145509-802-0,Sivitinjavgonwar,138_come,-mʷɛ,-mʷɛ,mʷ ɛ,,Shimelman2019,,false,
Sivitinjavgonwar-139_walk-1,48744145509-803-0,Sivitinjavgonwar,139_walk,nɪ-vial,nɪ-vial,n ɪ v i a l,,Shimelman2019,,false,
Sivitinjavgonwar-140_stand-1,48744145509-811-0,Sivitinjavgonwar,140_stand,nɪtuɾ,nɪtuɾ,n ɪ t u ɾ,,Shimelman2019,,false,
Sivitinjavgonwar-141_sit-1,48744145509-812-0,Sivitinjavgonwar,141_sit,neat,neat,n e a t,,Shimelman2019,,false,
Sivitinjavgonwar-142_fall-1,48744145509-813-0,Sivitinjavgonwar,142_fall,-t͡soɸ,-t͡soɸ,t͡s o ɸ,,Shimelman2019,,false,
Sivitinjavgonwar-143_liedown-1,48744145509-814-0,Sivitinjavgonwar,143_liedown,nɪ-metuɾ vanlitamb,nɪ-metuɾ vanlitamb,n ɪ m e t u ɾ + v a n l i t a m b,,Shimelman2019,,false,
